회사명,거래소코드,회계년도,이자보상배율(이자비용)(IFRS),[U01D100000000]영업활동으로 인한 현금흐름(간접법)(*)(요약)(IFRS),감사의견코드(IFRS)(백만원)
(주)스킨앤스킨,159910,2021/12,33.33,-1197,UQ
(주)스킨앤스킨,159910,2022/12,-211.64,-5340,UQ
(주)스타플렉스,115570,2012/12,7.58,12112,UQ
(주)스타플렉스,115570,2013/12,2.8,7729,UQ
(주)스타플렉스,115570,2014/12,2.59,2321,UQ
(주)스타플렉스,115570,2015/12,4.02,10987,UQ
(주)스타플렉스,115570,2016/12,6.81,7927,UQ
(주)스타플렉스,115570,2017/12,2.03,-992,UQ
(주)스타플렉스,115570,2018/12,-0.77,2029,UQ
(주)스타플렉스,115570,2019/12,0.51,1515,UQ
(주)스타플렉스,115570,2020/12,-2.33,-670,UQ
(주)스타플렉스,115570,2021/12,-9.44,-3543,UQ
(주)스타플렉스,115570,2022/12,3.97,14882,UQ
(주)스튜디오산타클로스엔터테인먼트,204630,2014/12,,,UQ
(주)스튜디오산타클로스엔터테인먼트,204630,2015/12,11.68,-2959,UQ
(주)스튜디오산타클로스엔터테인먼트,204630,2016/12,-0.91,-1979,UQ
(주)스튜디오산타클로스엔터테인먼트,204630,2017/12,-0.97,-6220,UQ
(주)스튜디오산타클로스엔터테인먼트,204630,2018/12,0.54,925,UQ
(주)스튜디오산타클로스엔터테인먼트,204630,2019/12,-20.31,3434,UQ
(주)스튜디오산타클로스엔터테인먼트,204630,2020/12,-20.06,-5208,UQ
(주)스튜디오산타클로스엔터테인먼트,204630,2021/12,-0.03,2055,UQ
(주)스튜디오산타클로스엔터테인먼트,204630,2022/12,-0.65,10123,UQ
(주)스페코,013810,2012/12,2.16,3681,UQ
(주)스페코,013810,2013/12,2.91,-1706,UQ
(주)스페코,013810,2014/12,4.74,1302,UQ
(주)스페코,013810,2015/12,8.1,5765,UQ
(주)스페코,013810,2016/12,4.99,10630,UQ
(주)스페코,013810,2017/12,1.08,1470,UQ
(주)스페코,013810,2018/12,-0.69,3527,UQ
(주)스페코,013810,2019/12,4.15,8588,UQ
(주)스페코,013810,2020/12,8.3,-241,UQ
(주)스페코,013810,2021/12,4.7,-3416,UQ
(주)스페코,013810,2022/12,0.17,4776,UQ
(주)스피어파워,203690,2014/12,,,UQ
(주)스피어파워,203690,2015/12,43.54,5801,UQ
(주)스피어파워,203690,2016/12,209.85,6253,UQ
(주)스피어파워,203690,2017/12,-62725.8,-3174,UQ
(주)스피어파워,203690,2018/12,-7946.7,-2236,UQ
(주)스피어파워,203690,2019/12,-20.75,-269,UQ
(주)스피어파워,203690,2020/12,3.64,-2560,UQ
(주)스피어파워,203690,2021/12,-30.35,3460,UQ
(주)스피어파워,203690,2022/12,-3.67,-4033,UQ
(주)시공테크,020710,2012/12,259.22,-16842,UQ
(주)시공테크,020710,2013/12,999999999,8560,UQ
(주)시공테크,020710,2014/12,999999999,1393,UQ
(주)시공테크,020710,2015/12,999999999,3409,UQ
(주)시공테크,020710,2016/12,-18511.11,-702,UQ
(주)시공테크,020710,2017/12,22297.14,19424,UQ
(주)시공테크,020710,2018/12,-7786.09,-12476,UQ
(주)시공테크,020710,2019/12,65.27,16161,UQ
(주)시공테크,020710,2020/12,39.87,11226,UQ
(주)시공테크,020710,2021/12,-48.28,-3184,UQ
(주)시공테크,020710,2022/12,-63.98,-957,UQ
(주)시너지이노베이션,048870,2012/12,-0.4,3470,UQ
(주)시너지이노베이션,048870,2013/12,-4.88,2241,UQ
(주)시너지이노베이션,048870,2014/12,-1.66,430,UQ
(주)시너지이노베이션,048870,2015/12,-6.29,-4264,UQ
(주)시너지이노베이션,048870,2016/12,0.16,-1563,UQ
(주)시너지이노베이션,048870,2017/12,-0.75,-1146,UQ
(주)시너지이노베이션,048870,2018/12,0.16,3035,UQ
(주)시너지이노베이션,048870,2019/12,0.17,3082,UQ
(주)시너지이노베이션,048870,2020/12,2.27,8292,UQ
(주)시너지이노베이션,048870,2021/12,1.12,6303,UQ
(주)시너지이노베이션,048870,2022/12,0.31,4191,UQ
(주)시스웍,269620,2017/12,171.33,6934,UQ
(주)시스웍,269620,2018/12,642.23,1353,UQ
(주)시스웍,269620,2019/12,0.85,2703,UQ
(주)시스웍,269620,2020/12,-0.09,-10758,UQ
(주)시스웍,269620,2021/12,-3.47,-9523,DS
(주)시스웍,269620,2022/12,-2.81,-10085,DU
(주)시큐브,131090,2012/12,46.42,3226,UQ
(주)시큐브,131090,2013/12,17.54,1749,UQ
(주)시큐브,131090,2014/12,-24.71,3481,UQ
(주)시큐브,131090,2015/12,1407.18,3151,UQ
(주)시큐브,131090,2016/12,999999999,3866,UQ
(주)시큐브,131090,2017/12,999999999,4754,UQ
(주)시큐브,131090,2018/12,999999999,2803,UQ
(주)시큐브,131090,2019/12,805.02,6540,UQ
(주)시큐브,131090,2020/12,756.66,4697,UQ
(주)시큐브,131090,2021/12,1631.9,4745,UQ
(주)시큐브,131090,2022/12,2739.86,7648,UQ
(주)시티랩스,139050,2012/12,14.69,5805,UQ
(주)시티랩스,139050,2013/12,148.24,838,UQ
(주)시티랩스,139050,2014/12,522.35,3545,UQ
(주)시티랩스,139050,2015/12,-4.31,387,UQ
(주)시티랩스,139050,2016/12,-1.99,436,UQ
(주)시티랩스,139050,2017/12,-32.47,-467,UQ
(주)시티랩스,139050,2018/12,3.83,-151,UQ
(주)시티랩스,139050,2019/12,-0.76,798,UQ
(주)시티랩스,139050,2020/12,-1.1,-1127,UQ
(주)시티랩스,139050,2021/12,-1.89,-5382,UQ
(주)시티랩스,139050,2022/12,-3.68,-9127,UQ
(주)신도기연,290520,2020/12,-7,-5473,UQ
(주)신도기연,290520,2021/12,-7.77,8957,UQ
(주)신도기연,290520,2022/12,-19.74,-1249,UQ
(주)신진에스엠,138070,2012/12,31.52,1130,UQ
(주)신진에스엠,138070,2013/12,30.91,15062,UQ
(주)신진에스엠,138070,2014/12,38.64,7290,UQ
(주)신진에스엠,138070,2015/12,32.49,12155,UQ
(주)신진에스엠,138070,2016/12,18.43,4931,UQ
(주)신진에스엠,138070,2017/12,31.52,4368,UQ
(주)신진에스엠,138070,2018/12,10.1,4553,UQ
(주)신진에스엠,138070,2019/12,5.78,3332,UQ
(주)신진에스엠,138070,2020/12,-0.2,4686,UQ
(주)신진에스엠,138070,2021/12,13.36,4103,UQ
(주)신진에스엠,138070,2022/12,12.47,5773,UQ
(주)신테카바이오,226330,2019/12,-93.67,-3281,UQ
(주)신테카바이오,226330,2020/12,-84.14,-4668,UQ
(주)신테카바이오,226330,2021/12,-35.16,-6040,UQ
(주)신테카바이오,226330,2022/12,-8.78,-7718,UQ
(주)신풍,002870,2012/12,-7.58,-8164,UQ
(주)신풍,002870,2013/12,-4.42,85,UQ
(주)신풍,002870,2014/12,-56.28,-15409,UQ
(주)신풍,002870,2015/12,-48.12,-11263,UQ
(주)신풍,002870,2016/12,8.34,7879,UQ
(주)신풍,002870,2017/12,-6.98,2203,UQ
(주)신풍,002870,2018/12,33.9,13293,UQ
(주)신풍,002870,2019/12,56.05,16596,UQ
(주)신풍,002870,2020/12,-105.67,-13121,UQ
(주)신풍,002870,2021/12,-65.23,-5984,UQ
(주)신풍,002870,2022/12,-77.96,-3574,UQ
(주)신화다이나믹스,001770,2012/12,2.27,7416,UQ
(주)신화다이나믹스,001770,2013/12,-0.56,-645,UQ
(주)신화다이나믹스,001770,2014/12,1.27,4111,UQ
(주)신화다이나믹스,001770,2015/12,3.32,6148,UQ
(주)신화다이나믹스,001770,2016/12,0.99,4393,UQ
(주)신화다이나믹스,001770,2017/12,-3.14,1929,UQ
(주)신화다이나믹스,001770,2018/12,5.83,6130,UQ
(주)신화다이나믹스,001770,2019/12,2.15,2502,UQ
(주)신화다이나믹스,001770,2020/12,0.57,2636,UQ
(주)신화다이나믹스,001770,2021/12,21.53,-771,UQ
(주)신화다이나믹스,001770,2022/12,31.81,14168,UQ
(주)신화콘텍,187270,2014/12,18.02,8299,UQ
(주)신화콘텍,187270,2015/12,-1.13,2479,UQ
(주)신화콘텍,187270,2016/12,1.03,4101,UQ
(주)신화콘텍,187270,2017/12,13.08,9327,UQ
(주)신화콘텍,187270,2018/12,0.41,8898,UQ
(주)신화콘텍,187270,2019/12,3.88,3224,UQ
(주)신화콘텍,187270,2020/12,4.96,3910,UQ
(주)신화콘텍,187270,2021/12,5.48,5419,UQ
(주)신화콘텍,187270,2022/12,2.94,8809,UQ
(주)실리콘투,257720,2021/12,57.29,2206,UQ
(주)실리콘투,257720,2022/12,82.26,8221,UQ
(주)싸이버원,356890,2021/12,1507.85,2598,UQ
(주)싸이버원,356890,2022/12,641.93,3467,UQ
(주)싸이토젠,217330,2018/12,-300.72,-2770,UQ
(주)싸이토젠,217330,2019/12,-94.69,-3368,UQ
(주)싸이토젠,217330,2020/12,-29.67,-4466,UQ
(주)싸이토젠,217330,2021/12,-4.84,-5230,UQ
(주)싸이토젠,217330,2022/12,-2.93,-6301,UQ
(주)쌍방울,102280,2012/12,3.95,1014,UQ
(주)쌍방울,102280,2013/12,0.34,298,UQ
(주)쌍방울,102280,2014/12,0.35,-3083,UQ
(주)쌍방울,102280,2015/12,0.7,-6747,UQ
(주)쌍방울,102280,2016/12,-11.63,-8000,UQ
(주)쌍방울,102280,2017/12,-12.5,4255,UQ
(주)쌍방울,102280,2018/12,0.6,954,UQ
(주)쌍방울,102280,2019/12,-3.07,-3127,UQ
(주)쌍방울,102280,2020/12,-3.43,8661,UQ
(주)쌍방울,102280,2021/12,-1.05,-2975,UQ
(주)쌍방울,102280,2022/12,-16.94,-9998,UQ
(주)썸에이지,208640,2014/12,,,UQ
(주)썸에이지,208640,2015/12,,,UQ
(주)썸에이지,208640,2016/12,-146.73,-1916,UQ
(주)썸에이지,208640,2017/12,-108.34,-7411,UQ
(주)썸에이지,208640,2018/12,-121.96,-17004,UQ
(주)썸에이지,208640,2019/12,-10.91,-3507,UQ
(주)썸에이지,208640,2020/12,-35.4,-3652,UQ
(주)썸에이지,208640,2021/12,77.85,4378,UQ
(주)썸에이지,208640,2022/12,-138.23,-8995,UQ
(주)쎄노텍,222420,2015/12,,,UQ
(주)쎄노텍,222420,2016/12,17.01,4473,UQ
(주)쎄노텍,222420,2017/12,13.62,251,UQ
(주)쎄노텍,222420,2018/12,-3.58,565,UQ
(주)쎄노텍,222420,2019/12,-0.18,939,UQ
(주)쎄노텍,222420,2020/12,-2.11,4145,UQ
(주)쎄노텍,222420,2021/12,1.48,-718,UQ
(주)쎄노텍,222420,2022/12,0.43,-4332,UQ
(주)쎄니트,037760,2012/12,3.25,1056,UQ
(주)쎄니트,037760,2013/12,2.71,-1435,UQ
(주)쎄니트,037760,2014/12,2.63,2440,UQ
(주)쎄니트,037760,2015/12,3.24,234,UQ
(주)쎄니트,037760,2016/12,2.46,843,UQ
(주)쎄니트,037760,2017/12,1.32,4352,UQ
(주)쎄니트,037760,2018/12,1.86,3222,UQ
(주)쎄니트,037760,2019/12,3.17,4870,UQ
(주)쎄니트,037760,2020/12,-2.05,-4656,UQ
(주)쎄니트,037760,2021/12,3.83,-3559,UQ
(주)쎄니트,037760,2022/12,2.72,8676,UQ
(주)쎄트렉아이,099320,2012/12,147.28,270,UQ
(주)쎄트렉아이,099320,2013/12,28.13,14346,UQ
(주)쎄트렉아이,099320,2014/12,80.4,8204,UQ
(주)쎄트렉아이,099320,2015/12,999999999,-5019,UQ
(주)쎄트렉아이,099320,2016/12,999999999,9559,UQ
(주)쎄트렉아이,099320,2017/12,87.79,11052,UQ
(주)쎄트렉아이,099320,2018/12,32.34,-160,UQ
(주)쎄트렉아이,099320,2019/12,299.36,32305,UQ
(주)쎄트렉아이,099320,2020/12,18039.12,14475,UQ
(주)쎄트렉아이,099320,2021/12,6.76,-55,UQ
(주)쎄트렉아이,099320,2022/12,-4.34,26935,UQ
(주)쎌바이오텍,049960,2012/12,931.05,6647,UQ
(주)쎌바이오텍,049960,2013/12,9210.49,9398,UQ
(주)쎌바이오텍,049960,2014/12,999999999,10991,UQ
(주)쎌바이오텍,049960,2015/12,999999999,18504,UQ
(주)쎌바이오텍,049960,2016/12,999999999,18812,UQ
(주)쎌바이오텍,049960,2017/12,999999999,21071,UQ
(주)쎌바이오텍,049960,2018/12,999999999,15716,UQ
(주)쎌바이오텍,049960,2019/12,3177.64,10796,UQ
(주)쎌바이오텍,049960,2020/12,386.02,9525,UQ
(주)쎌바이오텍,049960,2021/12,724.87,14443,UQ
(주)쎌바이오텍,049960,2022/12,699.75,14176,UQ
(주)씨씨에스충북방송,066790,2012/12,0.71,6741,UQ
(주)씨씨에스충북방송,066790,2013/12,-0.66,-1006,UQ
(주)씨씨에스충북방송,066790,2014/12,-1.85,-67,UQ
(주)씨씨에스충북방송,066790,2015/12,0.13,489,UQ
(주)씨씨에스충북방송,066790,2016/12,-1.73,4031,UQ
(주)씨씨에스충북방송,066790,2017/12,-2.17,4707,UQ
(주)씨씨에스충북방송,066790,2018/12,-10.51,4999,UQ
(주)씨씨에스충북방송,066790,2019/12,1.39,1868,UQ
(주)씨씨에스충북방송,066790,2020/12,-1.7,5314,UQ
(주)씨씨에스충북방송,066790,2021/12,-1.49,2139,UQ
(주)씨씨에스충북방송,066790,2022/12,6.11,4563,UQ
(주)씨아이테크,004920,2012/12,-123.22,-19,UQ
(주)씨아이테크,004920,2013/12,-7.6,-571,UQ
(주)씨아이테크,004920,2014/12,-4.92,-2555,UQ
(주)씨아이테크,004920,2015/12,1.71,-2213,UQ
(주)씨아이테크,004920,2016/12,-4.19,-3110,UQ
(주)씨아이테크,004920,2017/12,-11.13,296,UQ
(주)씨아이테크,004920,2018/12,-4.79,-1633,UQ
(주)씨아이테크,004920,2019/12,-5.49,1314,UQ
(주)씨아이테크,004920,2020/12,-3.15,-2166,UQ
(주)씨아이테크,004920,2021/12,-2.25,-3384,UQ
(주)씨아이테크,004920,2022/12,0.35,3616,UQ
(주)씨앤씨인터내셔널,352480,2021/12,1.73,2222,UQ
(주)씨앤씨인터내셔널,352480,2022/12,17.56,3083,UQ
(주)씨앤투스,352700,2021/12,361.78,25049,UQ
(주)씨앤투스,352700,2022/12,271.59,22722,UQ
(주)씨에스,065770,2012/12,-2.52,-3710,UQ
(주)씨에스,065770,2013/12,-3.18,-4004,UQ
(주)씨에스,065770,2014/12,1.96,3165,UQ
(주)씨에스,065770,2015/12,-3.23,-6503,UQ
(주)씨에스,065770,2016/12,-0.17,-472,UQ
(주)씨에스,065770,2017/12,2.19,1438,UQ
(주)씨에스,065770,2018/12,999999999,1424,UQ
(주)씨에스,065770,2019/12,-71.33,1068,UQ
(주)씨에스,065770,2020/12,15.82,1319,UQ
(주)씨에스,065770,2021/12,0.92,3449,UQ
(주)씨에스,065770,2022/12,-7.85,-5670,UQ
(주)씨엔알리서치,359090,2020/12,,,UQ
(주)씨엔알리서치,359090,2021/12,12.02,2376,UQ
(주)씨엔알리서치,359090,2022/12,12.86,2760,UQ
(주)씨엔플러스,115530,2012/12,7.35,4529,UQ
(주)씨엔플러스,115530,2013/12,-1.65,674,UQ
(주)씨엔플러스,115530,2014/12,-12.42,-1308,UQ
(주)씨엔플러스,115530,2015/12,-4.72,-1765,UQ
(주)씨엔플러스,115530,2016/12,-4.08,-1765,UQ
(주)씨엔플러스,115530,2017/12,0.41,-332,UQ
(주)씨엔플러스,115530,2018/12,-3.29,-3321,UQ
(주)씨엔플러스,115530,2019/12,-0.23,-2463,UQ
(주)씨엔플러스,115530,2020/12,4.89,1886,DS
(주)씨엔플러스,115530,2021/12,-1.01,-2910,UQ
(주)씨엔플러스,115530,2022/12,4.21,-1618,UQ
(주)씨유메디칼시스템,115480,2012/12,21.17,-2476,UQ
(주)씨유메디칼시스템,115480,2013/12,0.56,-2453,UQ
(주)씨유메디칼시스템,115480,2014/12,0.65,2959,UQ
(주)씨유메디칼시스템,115480,2015/12,4.35,2867,UQ
(주)씨유메디칼시스템,115480,2016/12,0.95,-376,UQ
(주)씨유메디칼시스템,115480,2017/12,-3.15,6355,UQ
(주)씨유메디칼시스템,115480,2018/12,0.51,4110,UQ
(주)씨유메디칼시스템,115480,2019/12,0.08,2447,UQ
(주)씨유메디칼시스템,115480,2020/12,-1.11,5585,UQ
(주)씨유메디칼시스템,115480,2021/12,3.81,-1323,UQ
(주)씨유메디칼시스템,115480,2022/12,17.63,3844,UQ
(주)씨이랩,189330,2021/12,-13.24,848,UQ
(주)씨이랩,189330,2022/12,-33.88,-4936,UQ
(주)씨티케이,260930,2017/12,3132.04,22543,UQ
(주)씨티케이,260930,2018/12,999999999,-13540,UQ
(주)씨티케이,260930,2019/12,1019.26,35500,UQ
(주)씨티케이,260930,2020/12,1163.46,603,UQ
(주)씨티케이,260930,2021/12,121.44,24039,UQ
(주)씨티케이,260930,2022/12,-349.39,3397,UQ
(주)씨티프라퍼티,052300,2012/12,-2.12,-2572,UQ
(주)씨티프라퍼티,052300,2013/12,0.14,511,UQ
(주)씨티프라퍼티,052300,2014/12,-4.63,-4214,UQ
(주)씨티프라퍼티,052300,2015/12,-13.59,-2227,UQ
(주)씨티프라퍼티,052300,2016/12,0.44,179,UQ
(주)씨티프라퍼티,052300,2017/12,0.73,1852,UQ
(주)씨티프라퍼티,052300,2018/12,0.67,-1402,UQ
(주)씨티프라퍼티,052300,2019/12,-0.79,-414,UQ
(주)씨티프라퍼티,052300,2020/12,0.18,378,UQ
(주)씨티프라퍼티,052300,2021/12,0.3,-3793,UQ
(주)씨티프라퍼티,052300,2022/12,-0.12,-3880,UQ
(주)아나패스,123860,2012/12,999999999,16428,UQ
(주)아나패스,123860,2013/12,46.68,13303,UQ
(주)아나패스,123860,2014/12,40.3,31473,UQ
(주)아나패스,123860,2015/12,16.2,10964,UQ
(주)아나패스,123860,2016/12,28.6,15325,UQ
(주)아나패스,123860,2017/12,17.22,17725,UQ
(주)아나패스,123860,2018/12,-16.74,-1951,UQ
(주)아나패스,123860,2019/12,-35.82,-16496,UQ
(주)아나패스,123860,2020/12,-12.6,-212,UQ
(주)아나패스,123860,2021/12,5.93,2967,UQ
(주)아나패스,123860,2022/12,-7.65,-15165,UQ
(주)아리온테크놀로지,058220,2012/12,41.73,23530,UQ
(주)아리온테크놀로지,058220,2013/12,9.32,-20305,UQ
(주)아리온테크놀로지,058220,2014/12,4.36,13852,UQ
(주)아리온테크놀로지,058220,2015/12,10.65,7316,UQ
(주)아리온테크놀로지,058220,2016/12,-22.21,-14870,UQ
(주)아리온테크놀로지,058220,2017/12,-8.76,2670,UQ
(주)아리온테크놀로지,058220,2018/12,-1.6,-6249,UQ
(주)아리온테크놀로지,058220,2019/12,0.24,-5514,DU
(주)아리온테크놀로지,058220,2020/12,-7.19,-2237,DU
(주)아모그린텍,125210,2015/12,,,
(주)아모그린텍,125210,2016/12,,,
(주)아모그린텍,125210,2017/12,,,
(주)아모그린텍,125210,2019/12,2.45,-2998,UQ
(주)아모그린텍,125210,2020/12,1.6,4305,UQ
(주)아모그린텍,125210,2021/12,1.64,537,UQ
(주)아모그린텍,125210,2022/12,4.56,12856,UQ
(주)아모센스,357580,2021/12,-3.75,-10816,UQ
(주)아모센스,357580,2022/12,0.42,-2680,UQ
(주)아미노로직스,074430,2012/12,-5.96,-3336,UQ
(주)아미노로직스,074430,2013/12,-9.35,-4365,UQ
(주)아미노로직스,074430,2014/12,-27.39,-2062,UQ
(주)아미노로직스,074430,2015/12,20.33,1929,UQ
(주)아미노로직스,074430,2016/12,45.77,4138,UQ
(주)아미노로직스,074430,2017/12,63.25,3000,UQ
(주)아미노로직스,074430,2018/12,245.9,4558,UQ
(주)아미노로직스,074430,2019/12,-19.35,3604,UQ
(주)아미노로직스,074430,2020/12,68.18,1768,UQ
(주)아미노로직스,074430,2021/12,132.74,936,UQ
(주)아미노로직스,074430,2022/12,175.81,5226,UQ
(주)아바텍,149950,2012/12,1566.85,21268,UQ
(주)아바텍,149950,2013/12,943.07,19012,UQ
(주)아바텍,149950,2014/12,801.21,42641,UQ
(주)아바텍,149950,2015/12,720.89,20700,UQ
(주)아바텍,149950,2016/12,999999999,23018,UQ
(주)아바텍,149950,2017/12,999999999,31931,UQ
(주)아바텍,149950,2018/12,999999999,10192,UQ
(주)아바텍,149950,2019/12,999999999,16207,UQ
(주)아바텍,149950,2020/12,999999999,9369,UQ
(주)아바텍,149950,2021/12,999999999,4528,UQ
(주)아바텍,149950,2022/12,999999999,-1982,UQ
(주)아셈스,136410,2022/12,4.92,-3069,UQ
(주)아스타,246720,2017/12,-26.21,-3760,UQ
(주)아스타,246720,2018/12,999999999,-993,UQ
(주)아스타,246720,2019/12,-124.95,-1330,UQ
(주)아스타,246720,2020/12,-416.49,-3833,UQ
(주)아스타,246720,2021/12,-208.56,-731,UQ
(주)아스타,246720,2022/12,-17.66,-1324,UQ
(주)아스플로,159010,2021/12,5.78,-5336,UQ
(주)아스플로,159010,2022/12,10.33,-732,UQ
(주)아시아경제,127710,2015/12,24.19,5298,UQ
(주)아시아경제,127710,2016/12,331.9,2868,UQ
(주)아시아경제,127710,2017/12,476.07,4081,UQ
(주)아시아경제,127710,2018/12,5.62,3167,UQ
(주)아시아경제,127710,2019/12,3.3,-5931,UQ
(주)아시아경제,127710,2020/12,5.52,7307,UQ
(주)아시아경제,127710,2021/12,5.86,5601,UQ
(주)아시아경제,127710,2022/12,9.26,-8553,UQ
(주)아우딘퓨쳐스,227610,2017/12,-8.22,-7907,UQ
(주)아우딘퓨쳐스,227610,2018/12,665.52,-4838,UQ
(주)아우딘퓨쳐스,227610,2019/12,-222.46,149,UQ
(주)아우딘퓨쳐스,227610,2020/12,-5.63,-9612,UQ
(주)아우딘퓨쳐스,227610,2021/12,-8.17,2726,UQ
(주)아우딘퓨쳐스,227610,2022/12,-8.53,-3329,UQ
(주)아이씨에이치,368600,2022/12,-19.12,-9495,UQ
(주)아이앤씨테크놀로지,052860,2012/12,999999999,4681,UQ
(주)아이앤씨테크놀로지,052860,2013/12,-31.62,-6865,UQ
(주)아이앤씨테크놀로지,052860,2014/12,-37.65,-6291,UQ
(주)아이앤씨테크놀로지,052860,2015/12,-45.85,-4187,UQ
(주)아이앤씨테크놀로지,052860,2016/12,4.3,-6253,UQ
(주)아이앤씨테크놀로지,052860,2017/12,32.13,6847,UQ
(주)아이앤씨테크놀로지,052860,2018/12,6.08,5497,UQ
(주)아이앤씨테크놀로지,052860,2019/12,13.33,11216,UQ
(주)아이앤씨테크놀로지,052860,2020/12,-43.38,-3611,UQ
(주)아이앤씨테크놀로지,052860,2021/12,-27.17,-5456,UQ
(주)아이앤씨테크놀로지,052860,2022/12,3.92,-3652,UQ
(주)아이에스시,095340,2012/12,78.59,15302,UQ
(주)아이에스시,095340,2013/12,58.95,16853,UQ
(주)아이에스시,095340,2014/12,23.69,13945,UQ
(주)아이에스시,095340,2015/12,51.47,14226,UQ
(주)아이에스시,095340,2016/12,999999999,17669,UQ
(주)아이에스시,095340,2017/12,4452037.94,26194,UQ
(주)아이에스시,095340,2018/12,3277047.46,17350,UQ
(주)아이에스시,095340,2019/12,168.52,6272,UQ
(주)아이에스시,095340,2020/12,327.51,24254,UQ
(주)아이에스시,095340,2021/12,219.38,39224,UQ
(주)아이에스시,095340,2022/12,404.89,60476,UQ
(주)아이에스이커머스,069920,2012/12,-4.24,2680,UQ
(주)아이에스이커머스,069920,2013/12,-2.41,-2294,UQ
(주)아이에스이커머스,069920,2014/12,1.1,1442,UQ
(주)아이에스이커머스,069920,2015/12,-3.26,-3239,UQ
(주)아이에스이커머스,069920,2016/12,1.52,-740,UQ
(주)아이에스이커머스,069920,2017/12,-7.34,-5225,UQ
(주)아이에스이커머스,069920,2018/12,-9.41,-9272,UQ
(주)아이에스이커머스,069920,2019/12,-2.4,3996,UQ
(주)아이에스이커머스,069920,2020/12,0.42,-855,UQ
(주)아이에스이커머스,069920,2021/12,-14.07,-2298,UQ
(주)아이에스이커머스,069920,2022/12,-127.39,-18533,UQ
(주)아이에이,038880,2012/12,-3.5,965,UQ
(주)아이에이,038880,2013/12,-0.28,-9452,UQ
(주)아이에이,038880,2014/12,0.92,1438,UQ
(주)아이에이,038880,2015/12,3.34,6256,UQ
(주)아이에이,038880,2016/12,2.08,-577,UQ
(주)아이에이,038880,2017/12,-0.22,-1397,UQ
(주)아이에이,038880,2018/12,-2.28,-7076,UQ
(주)아이에이,038880,2019/12,2.55,3336,UQ
(주)아이에이,038880,2020/12,4.12,4313,UQ
(주)아이에이,038880,2021/12,17.2,2620,UQ
(주)아이에이,038880,2022/12,-10.45,-2825,UQ
(주)아이엘사이언스,307180,2018/12,,,UQ
(주)아이엘사이언스,307180,2019/12,3.67,-792,UQ
(주)아이엘사이언스,307180,2020/12,-9.78,-4366,UQ
(주)아이엘사이언스,307180,2021/12,0.33,-5969,UQ
(주)아이엘사이언스,307180,2022/12,0.01,-763,UQ
(주)아이엠,101390,2012/12,-34.54,-1433,UQ
(주)아이엠,101390,2013/12,2.06,8362,UQ
(주)아이엠,101390,2014/12,-2.04,2666,UQ
(주)아이엠,101390,2015/12,6.47,-1431,UQ
(주)아이엠,101390,2016/12,999999999,-1991,UQ
(주)아이엠,101390,2017/12,999999999,5001,UQ
(주)아이엠,101390,2018/12,999999999,-8566,UQ
(주)아이엠,101390,2019/12,-1.85,-20430,UQ
(주)아이엠,101390,2020/12,-3.93,-9891,UQ
(주)아이엠,101390,2021/12,2.32,4140,UQ
(주)아이엠,101390,2022/12,-3.15,7141,UQ
(주)아이오케이컴퍼니,078860,2012/12,5.26,3223,UQ
(주)아이오케이컴퍼니,078860,2013/12,-1.01,1495,UQ
(주)아이오케이컴퍼니,078860,2014/12,-26.66,-2567,UQ
(주)아이오케이컴퍼니,078860,2015/12,2.27,-4077,UQ
(주)아이오케이컴퍼니,078860,2016/12,-2.08,423,UQ
(주)아이오케이컴퍼니,078860,2017/12,0.39,-580,UQ
(주)아이오케이컴퍼니,078860,2018/12,-0.8,-1421,UQ
(주)아이오케이컴퍼니,078860,2019/12,0.1,2980,UQ
(주)아이오케이컴퍼니,078860,2020/12,-1.71,-4373,UQ
(주)아이오케이컴퍼니,078860,2021/12,-23.42,-1612,UQ
(주)아이오케이컴퍼니,078860,2022/12,-0.89,284,UQ
(주)아이윈,090150,2012/12,2.32,-2263,UQ
(주)아이윈,090150,2013/12,0.95,5801,UQ
(주)아이윈,090150,2014/12,0.75,3297,UQ
(주)아이윈,090150,2015/12,0.35,704,UQ
(주)아이윈,090150,2016/12,0.73,6048,UQ
(주)아이윈,090150,2017/12,-2.82,667,UQ
(주)아이윈,090150,2018/12,-2.09,-4012,UQ
(주)아이윈,090150,2019/12,2.61,899,UQ
(주)아이윈,090150,2020/12,2.79,5073,UQ
(주)아이윈,090150,2021/12,2.69,5431,UQ
(주)아이윈,090150,2022/12,0.68,613,UQ
(주)아이윈플러스,123010,2016/12,0.06,2759,UQ
(주)아이윈플러스,123010,2017/12,-7.82,-97,UQ
(주)아이윈플러스,123010,2018/12,-10.03,-856,UQ
(주)아이윈플러스,123010,2019/12,-7.64,-3427,UQ
(주)아이윈플러스,123010,2020/12,-3.44,-3644,UQ
(주)아이윈플러스,123010,2021/12,-3,17,UQ
(주)아이윈플러스,123010,2022/12,-10.39,-4559,UQ
(주)아이컴포넌트,059100,2012/12,-1.14,-742,UQ
(주)아이컴포넌트,059100,2013/12,-1,4105,UQ
(주)아이컴포넌트,059100,2014/12,-0.64,2300,UQ
(주)아이컴포넌트,059100,2015/12,5.32,10741,UQ
(주)아이컴포넌트,059100,2016/12,5.13,14157,UQ
(주)아이컴포넌트,059100,2017/12,-6.08,-284,UQ
(주)아이컴포넌트,059100,2018/12,-5.44,-78,UQ
